,Restaurant,Review,Date,Label
1483,Artichoke Cafe & Bar,it look great but ha no flavor,2014-10-31T00:00:00,2
1484,Artichoke Cafe & Bar,what can i fault with this place,2017-05-07T00:00:00,5
1485,Artichoke Cafe & Bar,good on the wallet,2018-02-18T00:00:00,1
1486,Artichoke Cafe & Bar,located in the colonial style shop house along keong saik road where you will find bustling with people in the night meta is a chic restaurant that offer contemporary asian cuisine in a seasonal yet inventive way ambiance in meta is relatively good no doubt that the restaurant is long and narrow taking about 30 seat only either at the bar counter with high stool or the usual table,2016-11-29T00:00:00,4
1487,Artichoke Cafe & Bar,they completed botched our order three of the dish were wrong and when we asked for the correct dish it took an additional 45 minute to get the proper dish delivered,2016-06-02T00:00:00,3
1488,Artichoke Cafe & Bar,so of course if you order this coupled with a few main plus cocktail the bill will definitely come up to dollar 300 dollar 400,2015-02-24T00:00:00,1
1489,Artichoke Cafe & Bar,but the sauce wa a bit salty,2015-02-18T00:00:00,2
1490,Artichoke Cafe & Bar,it fill up really fast so be sure to make an reservation at least 3 day in advance,2012-08-26T00:00:00,3
1491,Artichoke Cafe & Bar,tucked away in the courtyard behind two building we were suddenly transported away from present day singapore to colonial singapore,2013-04-06T00:00:00,4
1492,Sushi Kimura Singapore,dining at these establishment cost a fortune so when you go might a well splash out and opt for the most expensive omakase,2018-09-29T00:00:00,1
1493,The Dempsey Cookhouse & Bar,doe jgv have a secret italian godmother,2017-07-10T00:00:00,5
1494,The Dempsey Cookhouse & Bar,service is friendly and polite although it is a bit mechanical and lack charm our cold appetiser were served barely 5 minute after the order wa taken precisely 5 minute after we paid our bill the waiter asked u to move to the bar to make room for the next service,2019-12-02T00:00:00,3
1495,Ruth's Chris Steak House,we shared so we re all could taste more food,2015-10-30T00:00:00,5
1496,Ruth's Chris Steak House,i really loved my dinner at ruth s chris and my mate concur a well,2016-04-05T00:00:00,5
1497,Ruth's Chris Steak House,service wa spotty,2016-04-16T00:00:00,3
1498,Ruth's Chris Steak House,this wad not hood value and yes i know it s how f b establishment make money,2016-04-16T00:00:00,1
1499,Ruth's Chris Steak House,service is excellent everytime,2019-06-24T00:00:00,3
1500,La Pizzaiola,a sprinkling of parmesan on top to finish off the dish would ve been nice,2016-05-08T00:00:00,2
1501,La Pizzaiola,the ham wa nice because it wasn t too salty like parma ham sometimes is,2012-07-15T00:00:00,2
1502,Sum Kee,now this is not a typical tze char dish in singapore and you ve got ta try it,2015-10-23T00:00:00,5
1503,Sum Kee,it ha an old school beer garden feel reminds u of the old fashioned chinese restaurant in the 80 what s good here is their golden nugget tofu homemade tofu deep fried with minced meat gravy sum lo hor fun no xo and xo version where you can actually taste the wok hei,2012-09-02T00:00:00,2
1504,Por Kee Eating House,so i suspect the kitchen wa taking shortcut which might ve explained the food quality we were also seated in the overflow area outside with no fan,2015-12-13T00:00:00,3
1505,Por Kee Eating House,this is an old school establishment and if one is looking for the traditional cantonese flavour this won t go wrong,2012-11-12T00:00:00,5
1506,Por Kee Eating House,i highly recommend this dish and would get it again,2017-01-20T00:00:00,5
1507,Por Kee Eating House,the chicken skin is roasted to perfection and it ha a nice crunch into each bite,2014-11-16T00:00:00,2
1508,Hambaobao,be prepared to wait for a long a a half hour without the ac,2016-05-07T00:00:00,4
1509,Hambaobao,hambaobao serf up a great portion of food that is suited to anybody who enjoys a great juicy burger,2016-05-11T00:00:00,2
1510,Hambaobao,fish wa flaky but the salt overpowered the taste,2017-06-10T00:00:00,2
1511,Publico,the steak wa tasty and juicy and seasoned just right,2019-03-16T00:00:00,2
1512,Publico,their pasta are delicious the pizza have an excellent crust the tiramisu is one of the best i have ever had and the server are always welcoming and eager to please,2018-06-24T00:00:00,2
1513,Aji-ichi,do prepare to queue for a seat during peak hour,2018-11-06T00:00:00,3
1514,Aji-ichi,without the maddening crowd,2018-08-12T00:00:00,4
1515,Mezza9,these potent spice warm the belly in second,2013-09-06T00:00:00,2
1516,Mezza9,meanwhile though the sourishness of the baked fig on puff pastry made one s face pucker unknowingly it wa nice balance to the sweet vanilla creme custard sauce,2013-09-06T00:00:00,2
1517,Mezza9,there are beautiful accent and warm colour providing the room with a warm and comfortable home like feel,2012-12-09T00:00:00,4
1518,Mezza9,this wouldn t be a regular weekend activity but for a group with kid this is a great place to get together for a special occasion,2015-03-29T00:00:00,4
1519,Mezza9,the table wa left uncleaned for a long time,2019-03-19T00:00:00,3
1520,Keng Eng Kee Seafood,according to my friend it can get very busy especially during dinner time,2019-06-01T00:00:00,3
1521,Chir Chir,i went at 3 pm in the afternoon and could barely hear my friend who wa seated across from me,2017-01-06T00:00:00,4
1522,Chir Chir,despite having an exhausting but productive day out with my bestie i didn t sleep for 2 day at this point i forced myself to get fried chicken because fried chicken is love my bff is a big fan like me and brought me to chir chir for a very rewarding unhealthy and delicious experience we ordered the fried chicken plate that is served for 2,2015-09-21T00:00:00,2
1523,Chir Chir,lot of different flavor and the portion are huge,2015-07-23T00:00:00,1
1524,Chir Chir,the honey butter chicken with rice stick is awesome and what i always order,2016-10-08T00:00:00,2
1525,iO Italian Osteria,i don t usually like italian food but this place is not too bad,2016-03-26T00:00:00,5
1526,iO Italian Osteria,i like that unlike some cafe they have their act together and the staff are smiling,2016-08-27T00:00:00,3
1527,iO Italian Osteria,i wa there for my future fiance s niece s birthday celebration,2013-02-27T00:00:00,5
1528,Zam Zam Restaurant,mutton murtabak is delicious,2013-05-11T00:00:00,2
1529,Zam Zam Restaurant,the chilli chicken curry wa thick but not too spicy,2014-03-07T00:00:00,2
1530,Zam Zam Restaurant,best of all the curry that they give to go with the murtabak is thick and not watered down like many other popular place,2013-02-03T00:00:00,2
1531,Zam Zam Restaurant,it wa even better than the best pulled milk tea i ve had in hong kong,2019-04-10T00:00:00,2
1532,Zam Zam Restaurant,love the sauce when you eat with biryani,2017-12-11T00:00:00,2
1533,Zam Zam Restaurant,it s got a good mix of spice for complexity and although the mutton wa tender and easy to peel i ve had better,2018-06-13T00:00:00,2
1534,Zam Zam Restaurant,you can specify soft normal or hard for noodle texture,2012-07-14T00:00:00,5
1535,Zam Zam Restaurant,it s not elegant service but it s fast and accurate and actually of a standard you rarely see in singapore,2014-03-05T00:00:00,3
1536,Gordon Grill,the food is very good and portion are very generous,2014-09-13T00:00:00,2
1537,Gordon Grill,a completely new menu,2014-09-13T00:00:00,5
1538,Gordon Grill,every dish we had wa prepared with thought and care it wa evident,2015-02-28T00:00:00,2
1539,Yamagawa Japanese Restaurant,anyways this review is strictly about their teppanyaki menu only a we did not try anything else i ve been on the search to find reasonably priced but good teppanyaki for the longest time anyways we went there on a sunday evening at around 6 7pm,2014-11-10T00:00:00,1
1540,Gyu Kaku Japanese BBQ,it is difficult to believe this is a chain restaurant if you do not like meat you might not like gyu kaku japanese bbq if you do like meat you will probably like gyu kaku japanese bbq i love meat so i love gyu kaku japanese bbq the ambiance is nice,2012-10-19T00:00:00,2
1541,Gyu Kaku Japanese BBQ,my food is placed on the wrong table for a good 10 min before the staff realised the mistake,2014-04-30T00:00:00,3
1542,SKIRT,i read about it and arrived in pursuit of it goodness,2013-06-10T00:00:00,5
1543,SKIRT,memorable flavour robust duck fragrance that wa fork tender under the braising technique jus coating that wowed me in hint of sweetness and a gentle bacon saltiness,2013-06-10T00:00:00,2
1544,Owls Brew,nutty body which turned then turned again into something fruity and actually almost citrusy and then had a brief finish of hop,2013-07-21T00:00:00,2
1545,Moc Quan,it is a locally owned establishment and they definitely take pride in their work,2016-11-03T00:00:00,5
1546,Moc Quan,i like the bbq pork taste which is very much vietnamese authentic cuisine just a minor thing is it wa a bit salty to me,2017-09-06T00:00:00,2
1547,Famous Sungei Road Trishaw Laksa,the owner is very friendly and proud of his well deserved award,2017-12-10T00:00:00,3
1548,Famous Sungei Road Trishaw Laksa,the price here is also ideal at under 10 singaporean dollar a bowl,2019-08-07T00:00:00,1
1549,Ssikkek Korean Grill BBQ Buffet,use the scissors provided to cut the slice into small piece and continue cooking for a while more 12,2014-11-23T00:00:00,5
1550,Ssikkek Korean Grill BBQ Buffet,it sure wasn t for me,2014-02-21T00:00:00,5
1551,Ssikkek Korean Grill BBQ Buffet,the only reason i wa there wa because my husband s colleague decided to go there for beer,2016-12-21T00:00:00,5
1552,Ssikkek Korean Grill BBQ Buffet,the raw material are certainly not cheaper than what you d get at distributor frozen meat from mmmm or qb food there are cheap chicken frank too that even qb doesn t carry with bottled marinade a very basic grill with gas to power it diluted korean tea and utensil,2014-02-21T00:00:00,2
1553,Luk Lu Eating House,the stalwart beach road mixed curry rice stall is great for consistently good quick and cheap food and even the chuan kee duck rice and roasted meat stall ha it fan,2012-08-16T00:00:00,1
1554,Pura Brasa,i loved it,2020-01-12T00:00:00,5
1555,Pura Brasa,he mr lucas wa very understanding and went above beyond what wa necessary to rectify the situation,2017-11-24T00:00:00,3
1556,Pura Brasa,that sauce alone wa tangy and i wasnt sure how d it go with the pork belly but when i took a little bit of everything and put it together it wa magical,2020-01-12T00:00:00,2
1557,Shanghai Ren Jia,wa surprised to find a full dining restaurant with ac and modern interior under a non descript hbd complex just around the corner of a hawker center,2013-07-06T00:00:00,5
1558,Shanghai Ren Jia,how can a super green simple dish be so good,2015-11-08T00:00:00,2
1559,Shanghai Ren Jia,the drunken chicken is very fragrant with the wine and silky in texture,2016-12-07T00:00:00,2
1560,Masa Steak & Hamburg,the chateaubriand wa just 150 or 200 gram can t remember and it cost dollar 200,2013-08-31T00:00:00,1
1561,Hawaiian Kitchen ALOHA Ma Maison,like all japanese restaurant this place is friendly to kid,2013-08-18T00:00:00,5
1562,Vietnamese Stall - Sim Lim Square Food Court,i consider this a nice option for quick bite to eat,2013-03-17T00:00:00,5
1563,Vietnamese Stall - Sim Lim Square Food Court,the ham and bee hoon too little,2019-03-22T00:00:00,1
1564,Vietnamese Stall - Sim Lim Square Food Court,staff were friendly and more importantly no sign of impatience or pressure to leave the cafe even though the group had finish the food for quite some time and got lost in the wonderful conversation,2016-04-09T00:00:00,3
1565,Vietnamese Stall - Sim Lim Square Food Court,the soup is very nice and spicy hot,2019-03-22T00:00:00,2
1566,Best Satay,this is the one for sure,2019-11-08T00:00:00,5
1567,Hillman Restaurant,the paper chicken is also highly recommended tender chunk of chicken that are cooked in a thin parchment paper to help seal in the juice,2012-10-06T00:00:00,2
1568,Momma Kong's Crab Shack,it wa very good,2019-12-18T00:00:00,5
1569,Momma Kong's Crab Shack,the chili crab wa amazing a were the side bread,2016-10-23T00:00:00,2
1570,Momma Kong's Crab Shack,highly recommend this place,2019-12-18T00:00:00,5
1571,Momma Kong's Crab Shack,stingray had a fishy smell,2015-05-23T00:00:00,2
1572,Momma Kong's Crab Shack,according to them the chilli crab which wa supposed to be their best seller wa so so,2015-05-23T00:00:00,2
1573,Momma Kong's Crab Shack,hmmdecor minimalistic,2020-02-03T00:00:00,4
1574,Momma Kong's Crab Shack,i just can t help but feel like we were being nickeled and dimed for what already wa a relatively expensive meal just took away from the experience dinner for 2 came out to just under dollar 108 sgd or about dollar 75 u in real money,2016-12-30T00:00:00,1
1575,Momma Kong's Crab Shack,the 3 asahi for dollar 30 is also a good deal,2015-11-22T00:00:00,1
1576,Momma Kong's Crab Shack,now the bee hoon soup wa average the fresh steamed incredibly unmemorable the chili a bit too sweet but the pepper wa quite delicious,2013-07-13T00:00:00,2
1577,Sabai,it is on the water and ha a relaxed upscale vibe,2013-04-14T00:00:00,4
1578,Sabai,quite expensive for what we got dollar 50 pax but again guess you are paying for the atmosphere,2018-09-11T00:00:00,1
1579,Sabai,nice and cosy environment,2015-04-08T00:00:00,4
1580,Basilico,grilled lamb chop foie gras and a truffle bread thing and a birthday cake a my friend decided to have her birthday celebration at basilico despite the incident a she loved the food,2013-03-19T00:00:00,5
1581,Basilico,buffet have a tendency to disappoint given that most buffet don t exactly land on the cheaper side of thing,2012-07-20T00:00:00,1
1582,Basilico,when i walked in,2015-10-29T00:00:00,5
1583,Basilico,staff were very friendly and courteous,2018-04-30T00:00:00,3
1584,Basilico,you get more than you pay for,2016-05-15T00:00:00,1
1585,Meat Smith,i m not an expert in bbq i would love to spend month driving through the southern state just eating bbq but i do love rib,2015-11-17T00:00:00,2
1586,Meat Smith,here it is dollar 50,2015-08-16T00:00:00,5
1587,Meat Smith,upon my entry to the restaurant there is modern hip hop badazz trendy and breaking the norm ambiance to the spot,2019-02-09T00:00:00,4
1588,Meat Smith,great tune always playing,2019-10-30T00:00:00,4
1589,Park Bench Deli,i wa greeted by one of the staff with what s up bro,2019-02-09T00:00:00,3
1590,Park Bench Deli,the place wa decorated in a light wooden look,2017-01-08T00:00:00,4
1591,Park Bench Deli,they do a good version of the cuban sandwich and it is pretty close to the countless cubanos i ve eaten in florida and georgia,2016-10-22T00:00:00,2
1592,Park Bench Deli,i suspect the kitchen forgot my order since quite a few customer who ordered after me got their sandwich before me,2016-05-27T00:00:00,3
1593,Violet Oon's Kitchen,it arrived simply and spoke for itself,2018-06-30T00:00:00,5
1594,Violet Oon's Kitchen,the guy who attended our table who looked like the son in law of violet s wa quite friendly and said our choice of the beef rendang dollar 22 wa very good,2012-08-11T00:00:00,3
1595,Violet Oon's Kitchen,in term of value i would say it s pretty pricey,2013-03-17T00:00:00,1
1596,Violet Oon's Kitchen,it is complemented with the sweet onion relish that perfectly balance the flavour of this exciting dish,2012-08-10T00:00:00,2
1597,Violet Oon's Kitchen,the service wa fantastic tay described everything answered question and sat down to chat towards the end of the meal,2015-10-24T00:00:00,3
1598,Kitchen by Food Rebel,great for quick breakfast,2017-09-22T00:00:00,5
1599,Harvest Seafood Restaurant,the sri lankan crab wa huge,2015-06-27T00:00:00,1
1600,Harvest Seafood Restaurant,the mild is very meh and this place is expensive,2016-03-29T00:00:00,1
1601,Caf�������� Iguana,and yummy chewy cheese,2016-03-04T00:00:00,2
1602,Platform 1094,the chocolate peanut butter cake is interesting good with a complex flavorful the first spoonful tip feel free to pick a few prop from the side table when posing with your food and goblet of fire drink,2017-02-09T00:00:00,2
1603,A Poke Theory,i opted for the spicy mayo tuna i believe with lemon quinoa and edamame a well a carrot and japanese cucumber,2017-03-20T00:00:00,5
1604,A Poke Theory,hence this make your own bowl concept wa intriguing especially with the vast variety of item that you could add onto your bowl,2016-09-26T00:00:00,5
1605,The Naked Finn,i wa intrigued by the kalamansi and sour prune one a my original thought wa refreshing and sour same brief i gave to zach at suprette a few night ago turn out coconut wa sold out,2013-01-16T00:00:00,5
1606,The Naked Finn,would have been nicer if the stock came out piping hot,2015-09-23T00:00:00,2
1607,The Naked Finn,from what i had heard leading up to my trip wa that it wa a very clean country with excellent food,2018-05-31T00:00:00,5
1608,The Naked Finn,we had scallop ceviche style this wa awesome my favorite of the night,2014-07-05T00:00:00,2
1609,The Naked Finn,it tasted like crispy sesame seed oil,2018-05-31T00:00:00,2
1610,The Naked Finn,the space itself is great,2015-02-28T00:00:00,4
1611,The Naked Finn,the place ha a very modern feel while at the same time feeling human centric,2016-06-22T00:00:00,4
1612,Li Bai Cantonese Restaurant,perfect texture,2018-01-22T00:00:00,2
1613,Li Bai Cantonese Restaurant,the staff is professional many of them having worked in the restaurant for year and they offer a highly personalised and affable service that is often missing in chinese restaurant,2012-08-29T00:00:00,3
1614,The Bao Makers,the chicken is juicy and the skin perfectly crispy and light and the japanese tartar sauce is just right,2016-03-06T00:00:00,2
1615,The Bao Makers,we made a reservation for two on a weekday and when we arrived the attendant promptly ushered u to a window seat facing out into the regent s swimming pool,2012-08-14T00:00:00,3
1616,The Bao Makers,perhaps i would have a better experience if i came with a local or somebody who know what they are doing,2015-03-02T00:00:00,5
1617,The Bao Makers,besides the food the decor is right up my alley,2016-03-06T00:00:00,4
1618,Coastes,i am not usually a fan of sentosa largely because i am uncomfortable with it recent evolution into an ostentatious playground for the rich coastes however ha a strong family oriented vibe during the day and the set up by the beach is casual and pleasant,2012-08-21T00:00:00,5
1619,Coastes,get there early and claim a table and then let the kid loose in the sand and the water,2015-04-21T00:00:00,5
1620,Cherry Garden,the ambiance is beautiful with calm music and amazing decor,2019-08-30T00:00:00,4
1621,Cherry Garden,it had no atmosphere and it barely even felt like we were dining in the restaurant,2017-06-18T00:00:00,4
1622,Cherry Garden,highly recommend this gem of a place it wa the only restaurant that truly impressed u in every aspect,2019-09-11T00:00:00,5
1623,Dancing Crab,this location seem hard to find is at tue corner that u have to try very hard to locate,2018-06-18T00:00:00,4
1624,Dancing Crab,overall not the best value for money,2019-10-24T00:00:00,1
1625,Pu Tien,the decor clearly aspires towards one of the higher end chinese restaurant empire,2012-08-07T00:00:00,4
1626,Pu Tien,a must try,2016-02-21T00:00:00,5
1627,Club55,and with singapore especially the marina bay sand area being a pricey a it is this buffet is an absolute steal,2018-06-05T00:00:00,1
1628,Sushi Kou,it s handmade in the restaurant and not always available,2017-08-12T00:00:00,5
1629,Labyrinth,the beef wa perfectly cooked and with the exact amount of layered fat to make it so enjoyable xo fishthe fish of the day wa red garoupa with a hidden lobster claw served in the teochew broth,2016-03-28T00:00:00,2
1630,Labyrinth,gastro place the tasting menu wa excellent,2017-01-18T00:00:00,5
1631,Labyrinth,the savoury radish cake had a crispy edge and wa very fragrant it looked just like a toasty marshmallow,2016-03-28T00:00:00,2
1632,Labyrinth,other than that the staff were nice and polite,2018-06-24T00:00:00,3
1633,Labyrinth,this branch of the sushi bar offer more seating and a larger menu,2016-05-09T00:00:00,4
1634,Melt Caf��������,the indian dish were also nice a were the lamb shank western and roast beef there is also a juice bar over by the dessert and fresh fruit,2013-04-14T00:00:00,2
1635,Melt Caf��������,on top of that the only beverage you get are a glass of water and the juice bar,2013-04-14T00:00:00,5
1636,Melt Caf��������,there wa a noodle station an indian food section lot of choice chinese food bbq section sushi salad cheese and of course dessert,2016-02-13T00:00:00,5
1637,Kampong Glam Cafe,my most favorite place to hang out all night long with friend,2012-08-14T00:00:00,4
1638,Kampong Glam Cafe,i question the hygiene,2013-10-17T00:00:00,5
1639,Red Eye Smokehouse,it s a great place to gather with friend have a beer and enjoy great food,2016-01-16T00:00:00,4
1640,Red Eye Smokehouse,they make their own bbq sauce and both the sweet and tangy and smoked chipotle are outstanding,2016-01-16T00:00:00,2
1641,Elemen,very nice vegetarian restaurant with delicates high tea for afternoon session,2016-02-20T00:00:00,2
1642,Elemen,i m sweating profusely can barely feel my tongue and the staff is giving me a laugh,2017-03-12T00:00:00,3
1643,The Meeting Place,i would definitely eat here whenever i m in the area yelp 100 4 100,2013-01-10T00:00:00,5
1644,The Meeting Place,the seafood are fresh and the chef is able to cook all the dish to perfect tenderness,2017-06-24T00:00:00,2
1645,Pondok,then we wandered toward rochor road and little india and were diverted down mackenzie road by a yelp review that we did not quite get to,2015-04-18T00:00:00,5
1646,Ristorante Takada,aqua pazza the main tasted like salty shiri miso soup with seafood,2019-03-23T00:00:00,5
1647,Chin Chin Restaurant,the restaurant interior wa simple and decent with hanging ceiling fan at each sector above,2013-11-08T00:00:00,4
1648,Chin Chin Restaurant,the dish that we regularly order include chicken rice hainanese pork chop hainanese chap chye and claypot beancurd,2012-09-02T00:00:00,5
1649,Yardbird Southern Table & Bar,great southern food with an upscale twist,2018-06-24T00:00:00,2
1650,Yardbird Southern Table & Bar,i didn t feel like dirtying my hand at one time so i used those,2012-08-31T00:00:00,5
1651,Yardbird Southern Table & Bar,the watermelon had a minty taste,2017-08-24T00:00:00,2
1652,Tiong Bahru Boneless Hainanese Chicken Rice,i hardly have chicken rice because i am just so sick of the dish,2012-08-12T00:00:00,5
1653,Tiong Bahru Boneless Hainanese Chicken Rice,the deco is basic but is clean and the service really fast and efficient great if you want something simple to eat when you roaming chinatown,2012-10-02T00:00:00,3
1654,La Petite Cuisine,they also have an alsatian platter of sausage and sauerkraut if you want something a bit different,2012-07-18T00:00:00,5
1655,La Petite Cuisine,special of the day were posted on the board at the cashier,2013-07-27T00:00:00,5
1656,La Petite Cuisine,however it wa the gamey duck taste that disappointed,2018-12-09T00:00:00,2
1657,La Petite Cuisine,the foie gras wa wonderfully pan fried so it melt in your mouth so smooth on the inside while maintaining a thin and crisp membrane to hold the goodness in,2012-07-28T00:00:00,2
1658,Marble Bistro,try the tasting menu here 1,2019-04-30T00:00:00,5
1659,Meatsmith Little India,while meatsmith doe have multiple restaurant each location ha a unique focus on the local flavor,2019-12-12T00:00:00,5
1660,Broadway Food Court,it filled me up and i felt really satisfied which is the most important aspect about having a meal,2016-01-22T00:00:00,1
1661,Broadway Food Court,cheap eats galore,2016-02-20T00:00:00,1
1662,Summer Palace,while it is a chinese restaurant they assigned an english speaking staff to u without prompting most likely because we made our reservation in english and they took note,2012-08-14T00:00:00,3
1663,Summer Palace,service wa superb a they adjusted for the no pork no beef requirement for me,2017-01-18T00:00:00,3
1664,Summer Palace,great service a well fast and always available,2014-06-26T00:00:00,3
1665,Waterfall Cafe,definitely this western mediterarian spelling food is not catered to typical singaporean palate but to their international hotel guest,2013-02-23T00:00:00,2
1666,Waterfall Cafe,we shared three appetizer and two entres amongst five people and it wa actually plenty of food,2015-03-26T00:00:00,1
1667,Tandoori Culture,omg go here,2019-11-22T00:00:00,5
1668,Tandoori Culture,plain nann is also very good,2016-03-18T00:00:00,2
1669,No Signboard Seafood Restaurant,very nice location to walk over to the water to see the light show,2014-01-04T00:00:00,4
1670,No Signboard Seafood Restaurant,instead like cat or some other myaterious animal not like beef either not sure what they served u in place of venison there scallop were great and a beef noodle dish wa good a well,2014-01-04T00:00:00,2
1671,No Signboard Seafood Restaurant,eggplant standard chinese eggplant dish but you have to have your veggie anyway make your way to the geylang resty if you ve got a chance,2014-11-18T00:00:00,2
1672,No Signboard Seafood Restaurant,the spicy crab is delicious and tasty,2017-05-29T00:00:00,2
1673,No Signboard Seafood Restaurant,everyone wa sweating but i wa fine so it depends on your spice tolerance 2,2014-11-18T00:00:00,2
1674,Whisk Cafe,but still a nice place to just people watch right at the cross road where tiong bahru market is or just read a book not a busy a tiong bahru bakery right across the road and definitely not a noisy,2015-08-01T00:00:00,4
1675,Whisk Cafe,this alone is worth coming to tatsuya ambience fairly chic sushi bar,2012-07-11T00:00:00,4
1676,Whisk Cafe,they staff is very friendly and eager to have you a a customer,2014-09-20T00:00:00,3
1677,Holycrab,we had the lightly fried bread highly recommended to soak up the sauce,2019-05-27T00:00:00,2
1678,Holycrab,the wait team is very helpful and provide great recommendation,2020-01-01T00:00:00,3
1679,FatPapas,come early so you can skip the line and get a spot quickly,2017-08-04T00:00:00,3
1680,Three Buns,the price are not bad for singapore,2019-11-14T00:00:00,1
1681,Three Buns,the service wa good,2019-11-14T00:00:00,3
1682,Three Buns,this place is delicious don t sleep on it,2019-10-01T00:00:00,2
1683,Three Buns,did i mention that the restaurant is humungous and the furniture and furnishing perfect,2012-09-01T00:00:00,4
1684,Empress,i chose this restaurant because i saw they have asian vegan dish and they delivered,2018-11-01T00:00:00,5
1685,Empress,the appetizer were unique and tasty,2018-11-01T00:00:00,2
1686,Empress,tri platter roast top our expectation while the sweet sour soup wa delicious right amount of spicy and sour for asian palate,2016-01-15T00:00:00,2
1687,Empress,the stir fried pork cooked right with texture soft and chewy,2016-01-15T00:00:00,2
1688,Mellben Signature,oh baby,2016-02-27T00:00:00,5
1689,Mellben Signature,can t wait to check out their dinner option,2016-05-10T00:00:00,5
1690,Mellben Signature,i enjoyed it muchly too a the broth wa just fantastic,2016-02-27T00:00:00,2
1691,Mellben Signature,but if you re going to this place then ambiance is low on your priority,2017-01-08T00:00:00,4
1692,Leong Kee Bak Kut Teh,this is probably the worst malaysia bah kut teh that i ve ever tasted,2017-04-09T00:00:00,2
1693,Leong Kee Bak Kut Teh,the meat is never dry and the herbal flavour are just right,2015-01-03T00:00:00,2
1694,Fat Cow,forget the fancy japanese meat dish and just go for the slab of steak,2015-05-09T00:00:00,5
1695,Fat Cow,great beef had the fatcow premium donburi kagoshima a4 tenderloin,2019-08-22T00:00:00,2
1696,Fat Cow,be prepared to pay through your nose though but for that special occasion go for it,2015-05-09T00:00:00,1
1697,Fat Cow,break apart the yolk and you have a creamy balance of sweet and saltiness,2014-06-12T00:00:00,2
1698,Fat Cow,most of u ordered the donburi despite the carbo threat honestly don t waste a single grain of the perfectly plump chewy sticky short grain rice it s that good,2012-08-10T00:00:00,2
1699,Fat Cow,we both had the set lunch range from about dollar 35 dollar 50 which is quite reasonable for such a pricy place,2016-01-06T00:00:00,1
1700,Fat Cow,you are not offering an awesome enough experience for dollar 160 per head,2012-10-22T00:00:00,1
1701,Classic Lao Di Fang Vegetarian,the price is quite reasonable and the portion is decent,2015-11-20T00:00:00,1
1702,Classic Lao Di Fang Vegetarian,the place wasn t crowded on a friday night at about 7 30pm but i wa told it could be especially when there s a birthday party or during the first and fifteen day of the lunar calendar,2015-11-20T00:00:00,5
1703,Ciao Italian Risto Bar,friendly and quick service,2018-06-06T00:00:00,3
1704,Ciao Italian Risto Bar,the restaurant wa cute comfortable,2018-06-06T00:00:00,4
1705,Ciao Italian Risto Bar,price were very reasonable especially for singapore considering the amount of food you get,2018-06-06T00:00:00,1
1706,Ciao Italian Risto Bar,also the place is quite expensive for serving such terrible food,2018-09-09T00:00:00,1
1707,Ciao Italian Risto Bar,the chicken tasted spoiled in the pasta dish we ordered the bolognese wa so salty it couldn t be eaten and the sauce had that tinny taste like it came from a can,2018-09-09T00:00:00,2
1708,Ciao Italian Risto Bar,we finally gave up and left,2018-09-09T00:00:00,3
1709,Le Bistrot Du Sommelier,have previously dined downstairs,2013-10-16T00:00:00,5
1710,Le Bistrot Du Sommelier,the onglet steak ha a lot of flavor,2014-12-06T00:00:00,2
1711,Le Bistrot Du Sommelier,love the ambiance and the quirky interior,2017-01-06T00:00:00,4
1712,Le Bistrot Du Sommelier,the service crew is attentive and they will ask you for feedback last but not least the last highlight for the night is the profitleroles,2014-04-25T00:00:00,3
1713,Le Bistrot Du Sommelier,the table are made of plank and the seat not that comfortable for extended conversation,2016-01-22T00:00:00,4
1714,Le Bistrot Du Sommelier,i prefer the rillette bar upstairs atmosphere is a little more cosy and casual while the actual bistro can be a little too formal,2017-08-13T00:00:00,4
1715,The Tuckshop,shortly afterwards we summoned the valet parking attendant and before we knew it the old girl screamed into view,2014-03-05T00:00:00,3
1716,Alati,we especially loved the greek salad prawn chicken and cake,2016-11-28T00:00:00,2
1717,Alati,we felt like eating in a greek friend s fancy living room,2016-04-24T00:00:00,4
1718,Chinatown Seafood Restaurant,since this wa just one of many meal we were having in chinatown today we opted to share the chili crab dish,2019-06-26T00:00:00,5
1719,Chinatown Seafood Restaurant,period,2013-04-18T00:00:00,5
1720,Chinatown Seafood Restaurant,how can you go wrong,2013-04-18T00:00:00,5
1721,Chinatown Seafood Restaurant,for my first night in singapore i thought i d head over to well known la pa sat for late dinner,2016-06-21T00:00:00,5
1722,Chinatown Seafood Restaurant,decent place with a fast service,2018-01-14T00:00:00,3
1723,Crystal Jade La Mian Xiao Long Bao,scallion and shallot oil la mian very plain but yet so tasty with the scallion shallot oil,2013-03-02T00:00:00,2
1724,Crystal Jade La Mian Xiao Long Bao,level 4 at takashimaya is where all most of the restaurant are at,2012-08-21T00:00:00,5
1725,Crystal Jade La Mian Xiao Long Bao,they are quite prompt with the time it took them prepare and serve,2018-10-25T00:00:00,3
1726,Yakiniku Yazawa,this will not disappoint,2015-02-07T00:00:00,5
1727,Yakiniku Yazawa,in addition to the melt in your mouth meat the side dish are also quite tasty,2012-10-10T00:00:00,2
1728,Yakiniku Yazawa,and the rice here for 3bucks a bowl wa definitely worth mentioning,2015-02-07T00:00:00,1
1729,Yakiniku Yazawa,my summary save up before going and then don t cheap outit cost a pretty penny to eat well here but if you are going to dine here go or the steak cut,2015-07-18T00:00:00,1
1730,Yakiniku Yazawa,everything but the meat will take age so be prepared,2016-06-11T00:00:00,3
