Restaurant,Review,Label,Stars,Date
Hainanese Delicacy Chicken Rice,A hidden gem - and super cheap.,1,5,2018-12-01T00:00:00
Yakiniku Yazawa,And the rice here for 3bucks a bowl was definitely worth mentioning.,1,4,2015-02-07T00:00:00
The Song of India,The price is reasonable at 28++.,1,5,2016-08-20T00:00:00
Palm Beach Seafood,Pricey but worth it.,1,4,2018-07-17T00:00:00
Jumbo Seafood,The low quantity and low quality of the food for the high price charged was simply outrageous.,1,1,2016-04-03T00:00:00
Penang Place,"Good food, great service at a very affordable price.",1,5,2015-02-04T00:00:00
My Little Spanish Place,Spanish food seems to be really expensive here in Singapore and this place is no exception.,1,3,2012-08-15T00:00:00
Usman Restaurant,Seen all patrons are satisfied with the food and servings portion is just nice too.,1,4,2015-12-02T00:00:00
Jumbo Seafood,Very pricey!,1,1,2018-03-30T00:00:00
Employees Only,"Break out your wallet, as drinks will run at 20+$, but I don't feel cheated on the quality, quantity or originality.",1,5,2018-05-19T00:00:00
Craftsmen Specialty Coffee,The portion sizes are very generous and well worth the money.,1,5,2019-03-15T00:00:00
The White Rabbit,"The lunch sets on offer are decently priced and taste pretty good as well, a very good value for money combo.",1,3,2012-08-23T00:00:00
Wah Lok Cantonese Restaurant,Their portions are very small too.,1,2,2018-12-27T00:00:00
Nakhon Kitchen,this place is certainly value for money!,1,4,2015-04-28T00:00:00
Hai Di Lao,It's a bit pricy but well worth the money considering the quality of food and service.,1,5,2018-04-22T00:00:00
Etna Italian Restaurant,The weekday set lunch menu is a good bargain.,1,4,2013-07-20T00:00:00
Caf?É¬© Iguana,"Sadly, this place doesn't come cheap either but the food is not too bad.",1,3,2012-08-27T00:00:00
Din Tai Fung,"Prices are definitely higher, which is no shocking surprise.",1,4,2012-10-23T00:00:00
Third & Sixth Bistrobar,Price is always reasonable when we pay up.Free water for the non-drinkers a plus.,1,4,2014-12-22T00:00:00
Cibo Italiano,Generous with the clams.,1,5,2016-11-28T00:00:00
Rang Mahal,Great value.,1,5,2015-07-02T00:00:00
Sen Of Japan,Prices are okay.,1,4,2016-03-26T00:00:00
Clinton Street Baking Company & Restaurant,"All were excellent and the portions are massive, you certainly won't go hungry!",1,4,2015-11-21T00:00:00
Tonkatsu Ma Maison,"Food nothing special, prices very high and very stingy - for example, we asked for a bit more shredded cabbage and were refused.I think there are plenty of better ways to spend your money.",1,1,2019-08-12T00:00:00
Neko no Niwa,"We paid S$12/hour for the first hour each and it seemed steep at first, but the drinks themselves were really reasonably priced and delicious!",1,5,2015-07-17T00:00:00
Sin Huat Seafood Restaurant,Yes its way overpriced for seafood.,1,4,2014-04-07T00:00:00
Komala Vilas Restaurant,I had lunch here and enjoyed it a lot for quite little money.,1,4,2015-03-17T00:00:00
Fratini La Trattoria,"And of course, the food is excellent.",2,5,2014-03-14T00:00:00
Hambaobao,Fish was flaky but the salt overpowered the taste.,2,3,2017-06-10T00:00:00
Tai Hwa Pork Noodle,"Their pork dumplings are simply delicious and my family always makes it a point to order an extra bowl to share, on top of our S$5 bowl of minced pork noodle.We have tried many stalls of such noodles and I dare say that Tai Hwa rates as one of the best.",2,5,2019-09-24T00:00:00
Saveur,"However, the food was mediocre and left no lasting impression.",2,2,2016-05-16T00:00:00
DB Bistro Moderne,"I am amazed that the duck confit was so well done that it was so soft and delicate (the fact that the duck meat was even tender than coq au vin's chicken drumsticks, makes me felt worst over it) and the caramelized onions add an extra sweetness to the meat.",2,4,2012-09-27T00:00:00
Super Siam Thai Restaurant,The quality and consistency of the food has always been the same plus it has heaps of tofu and beansprouts to give it texture.,2,4,2012-07-19T00:00:00
Tim Ho Wan,"The fried rice, veggie dumplings, and shumai were good beyond our expectation.",2,4,2019-05-18T00:00:00
Empress,The appetizers were unique and tasty.,2,5,2018-11-01T00:00:00
Sungei Road Laksa,"The cockles, though petite, are swimmingly fresh and succulent, and lend a briny accent to the rich and robust gravy.",2,5,2016-05-11T00:00:00
Mellben Seafood,The crab bee hoon is super flavorful with the broth having a strong sweetness from the crab.,2,5,2013-12-22T00:00:00
Blue Ginger,"I had chicken in an Indonesian sauce based on nuts I did not know but that were delicious - chocolate like (ayam buah keluak), and my companion had pork knuckles braised to perfection in another herb mix (babi hong).",2,4,2010-02-05T00:00:00
Tiong Bahru Bakery,The baked goods and sandwiches are top quality.,2,3,2019-02-26T00:00:00
Kaiseki Yoshiyuki,There were a lot more courses than listed on the menu.The flavors were very simple but their freshness made them distinct.,2,5,2015-06-24T00:00:00
Two Men Bagel House,This is the only dedicated bagel place I know of in Singapore and they serve up delicious bagels and bagel sandwiches.,2,4,2014-11-06T00:00:00
Pastaria Abate,"The biggest surprise was how the strawberry sauce it came with complimented the fried mozzarella so well, giving off a slight sweet yet tartness to balance out the richness of the cheese.",2,4,2018-01-01T00:00:00
Mrs Pho,The pho with soup was very tasty and my friends were pleasantly surprised by how addictive the cockles were.,2,4,2017-02-08T00:00:00
Mellben Signature,"I enjoyed it muchly too, as the broth was just fantastic.",2,5,2016-02-27T00:00:00
La Ristrettos,I really enjoyed the aroma of the coffee.,2,4,2017-02-04T00:00:00
Old Airport Road Food Centre,The lor mee was excellent and much better than it looked!,2,3,2013-09-11T00:00:00
Pizzaface,The pizza tasted juicy and the crust is definitely one you can enjoy eating on its own.,2,5,2015-07-05T00:00:00
No. 3 Crab Delicacy Seafood Restaurant,The flavourful gravy was a perfect complement to the smooth strands of boiled Beehoon (rice vermicelli).,2,4,2016-10-03T00:00:00
Ah Tai Hainanese Chicken Rice,Rice is flavorful and had a great texture.,2,5,2019-04-23T00:00:00
Lee Fun Nam Kee Chicken Rice & Restaurant,The brown sauce that comes with the soya sauce chicken is thick and starchy and so flavourful.,2,4,2012-09-02T00:00:00
Genesis Vegan Restaurant,I love their vegan cheesecake as its moist and delicious (compared to at other vegetarian places).,2,5,2019-12-25T00:00:00
Tiong Bahru Bakery,The latte was rich and flavorful.,2,3,2012-09-23T00:00:00
Clinton Street Baking Company & Restaurant,"The syrup is rich and flavorful, the nuts are candies and the bananas are lightly dusted with sugar.",2,5,2018-12-16T00:00:00
PS.Cafe,"I absolutely LOVED their Pad Thai Salad - the prawns were tender and well cleaned, the veggies were fresh and crunchy, and the peanut sauce and flavourful spices were delicious.",2,4,2016-10-15T00:00:00
Violet Oon's Kitchen,"It is complemented with the sweet onion relish, that perfectly balances the flavour of this exciting dish.",2,4,2012-08-10T00:00:00
La Ristrettos,The chicken cotaletta sandwich is fresh and well made.,2,4,2014-03-04T00:00:00
Sungei Road Laksa,The noodles and bean sprouts added the much needed texture and color as well.It was so delicious that I literally had 2 and a half bowls at one go.,2,5,2012-10-14T00:00:00
Liao Fan Hawker Chan,The char siew was amazing as well because of that unique soy sauce brew.,2,4,2019-02-23T00:00:00
Tapas Club,Only the coffee was not great could tell it was a standard auto machine made.,2,4,2019-04-26T00:00:00
Mrs Pho,The noodles and the broth were excellent.,2,4,2014-12-03T00:00:00
Song Fa Bak Kut Teh,"The soup is not bad, savory enough and is very aromatic.",2,5,2012-08-22T00:00:00
Arnold's Fried Chicken,The chicken was tender and very juicy.,2,4,2013-07-07T00:00:00
Botanist,"The food here is delicious, and they had a lot on their menu that I wanted to try.",2,5,2018-03-18T00:00:00
Publico,"Their pastas are delicious, the pizzas have an excellent crust, the tiramisu is one of THE BEST I have ever had, and the servers are always welcoming and eager to please.",2,5,2018-06-24T00:00:00
Lavender Food Hub,The porridge was super yummy!,2,4,2015-07-19T00:00:00
Beirut Grill,The sauce was unbelievably good and the wrap was well constructed.,2,5,2016-04-11T00:00:00
Heng Kee Curry Chicken Mee,"I find its quality has been consistent for many years, with their concentrated sweet n appealing gravy.",2,4,2013-08-26T00:00:00
Sakurazaka,The F1 Wagyu-Holstein cross-breed beef in the Sukiyaki set has a very good marbling and is considered the best Wagyu cross-breed.,2,5,2016-04-07T00:00:00
Zhong Guo La Mian Xiao Long Bao,Every dish was tasty and consistent in quality.,2,5,2012-10-07T00:00:00
Por Kee Eating House,The chicken skin is roasted to perfection and it has a nice crunch into each bite.,2,4,2014-11-16T00:00:00
2it & Drink,"The tomato sauce, cheese and bread of the margarita pizza is incredible.",2,5,2018-12-23T00:00:00
Tiong Bahru Bakery,The flat white is still too bitter and strong for me as I prefer those with a creamy and smooth aftertaste.,2,3,2015-12-07T00:00:00
A Noodle Story,The potato wrapped prawn was also pretty incredible - crunchy and tasty.,2,3,2016-10-27T00:00:00
Pastaria Abate,"The breading was thin and fried to perfection, giving a little crunch as you cut in to unveil the very rich and decadent cheese.",2,4,2018-01-01T00:00:00
Latteria Mozzarella Bar,But the sweetness of the seafood broth with lots of garlic and white wine came through as you eat.,2,4,2012-10-20T00:00:00
Din Tai Fung,"The dumplings were awesome, so juicy and so much favor.",2,4,2014-09-09T00:00:00
Two Men Bagel House,The taste was absolutely mouthwatering and the ice peppermint tea I'll be back for.,2,5,2018-06-23T00:00:00
Mrs Pho,"I cannot see or taste the brisket at all, and the meat is very chewy and tough.",2,3,2015-05-21T00:00:00
Usman Restaurant,"The chicken was tender, flavorful, and juicy.",2,4,2016-03-22T00:00:00
Thien Long Vietnamese Restaurant,"Light, fresh, delicate and fragrant, this wonderful bowl of noodles tasted like a deconstructed spring roll, elevated further by the salty, peppery flavours of the duck.",2,4,2014-11-20T00:00:00
Empress,"Tri platter roast tops our expectation while the sweet sour soup was delicious, right amount of spicy and sour for Asian palate.",2,4,2016-01-15T00:00:00
Luke's Oyster Bar & Chop House,"I'm very impressed with the house's lobster sandwich, I claimed one of the very best, the crowd pleaser.",2,5,2014-08-31T00:00:00
Satay By The Bay,The wings are perfectly grilled over open charcoal.,2,4,2019-03-10T00:00:00
Jumbo Seafood,"The waitstaff inside were very nice and friendly, but service was very slow.",3,4,2016-02-17T00:00:00
The Black Sheep Café,"Service was mediocre...the waiter tried to be delicate, but he was just clumsy at times.",3,4,2017-03-11T00:00:00
Taste Paradise,Staff was very professional and attentive throughout my meal.,3,5,2017-01-15T00:00:00
Jing,"When we started eating chili crabs, she kept coming back with more wet towels and more plates to keep our table and hands as clean as possible.When we finished eating, we were very pleased with the quality of food served here.Free WiFi here - ask the server for password",3,4,2015-07-20T00:00:00
Two Men Bagel House,A great combination of service and product.,3,5,2018-04-14T00:00:00
Tonkatsu Ma Maison,"Good food, great service.",3,5,2015-11-23T00:00:00
Hokkaido Ramen Santouka,"Fortunately, the wait wasn't too long and I managed to get a seat with my friend after about 15 minutes of waiting.The service was friendly enough and I ordered my favorite bowl of Shio ramen.",3,4,2012-08-01T00:00:00
Jumbo Seafood,"Flagging down a waiter to get anything was incredibly difficult where at one point, two tables next to us were waiting to get thier bill, trying to flag someone down as well.",3,4,2019-02-28T00:00:00
The Song of India,We also did a lobster curry which was also not that good.- Service was slow and terrible.,3,3,2016-10-24T00:00:00
The Landing Point - Fullerton Bay Hotel,Empty tables ... but refuse to let customers sit even though no show from people who have reserved Need to rethink customer orientation!,3,2,2019-07-04T00:00:00
Geylang Lorong 9 Beef Kway Teow,"Don't have to wait for long, their service is fast.",3,4,2017-02-19T00:00:00
Melt Caf?É¬©,Service was definitely first class and I never had a dirty plate on my table.,3,4,2020-01-30T00:00:00
Liao Fan Hawker Chan,"Waited for about 30 minutes in line, which is apparently short given normal weekend circumstances.",3,5,2017-10-29T00:00:00
Chinatown Seafood Restaurant,Decent place with a fast service.,3,4,2018-01-14T00:00:00
Garibaldi Italian Restaurant & Bar,The staff paid quite a lot of attention to us.,3,5,2012-07-31T00:00:00
Zam Zam Restaurant,"It's not elegant service, but it's fast and accurate and actually of a standard you rarely see in Singapore",3,4,2014-03-05T00:00:00
The Sushi Bar,I was totally disappointed with the service.,3,1,2016-12-30T00:00:00
Nassim Hill Bakery Bistro Bar,Popped by around the area during lunchtime on a Tuesday and the staff seemed overwhelmed by the crowd.,3,2,2016-05-24T00:00:00
Bosses Restaurant,The service was a bit slow and it was hard to get the waiters' attention.,3,4,2015-12-28T00:00:00
Crystal Jade Golden Palace,Service prompt and friendly.,3,5,2019-02-14T00:00:00
Lolla,Service prompt and friendly.,3,4,2019-01-13T00:00:00
Beach Road Kitchen,The staff is so friendly and ensure that your meal is pleasant.,3,5,2019-08-09T00:00:00
Jumbo Seafood,The service was fine..fast and efficient but not very friendly.,3,4,2018-03-17T00:00:00
Vatos Urban Tacos,Service needs improvement!,3,2,2016-01-30T00:00:00
Ruth's Chris Steak House,Service is excellent everytime.,3,5,2019-06-24T00:00:00
FOC,FOC staff was really really helpful and things were resolved to satisfaction in no time.,3,5,2016-10-06T00:00:00
Crystal Jade Golden Palace,"I like the good service here as well, and that it's not too loud compared to other dim sum joints.",3,4,2015-01-29T00:00:00
Bosses Restaurant,"Asked 2 waiters and still nothing, just told us to wait.",3,1,2016-09-03T00:00:00
Potato Head Folk,The service was super friendly which was a nice bonus!,3,5,2014-06-20T00:00:00
Pura Brasa,He (Mr. Lucas) was VERY UNDERSTANDING and went above & beyond what was necessary to rectify the situation.,3,4,2017-11-24T00:00:00
Joyden Treasures,"Compared to the other 2 restaurants, Joyden treasures currently holds the biggest space with 6 VIP rooms and more than 200 seats available.Service staff were attentive and courteous, we were brought to our seats quickly without hestitation.",3,3,2016-04-22T00:00:00
Artichoke Cafe & Bar,"They completed botched our order- three of the dishes were wrong, and when we asked for the correct dishes, it took an additional 45 minutes to get the proper dishes delivered.",3,2,2016-06-02T00:00:00
Din Tai Fung,"Service- well the waiter doesnt really speak English so we had some communication problem, i was quite surprise since the restaurant is located in Orchard road, you would expected them to be able to communicate in English.The service fee is only around $5 and this is not including tips",3,4,2016-10-03T00:00:00
Jumbo Seafood,Staff was friendly and courteous.,3,4,2014-12-05T00:00:00
Pita Pan,"Service was a little unfriendly, but they were busy.Definitely worth a stop if you're near Marina Bay Sands and craving some Mediterranean food.",3,4,2017-03-26T00:00:00
Din Tai Fung,You will not regret it.Side note: extremely friendly and helpful with small children.,3,5,2019-01-24T00:00:00
The Sushi Bar,Attentive service and new modern space on the 4th floor will make me return again.,3,4,2014-09-02T00:00:00
Bread Street Kitchen,We found 0 relaxation in a dirty table with poor service.,3,2,2020-01-02T00:00:00
Once Upon A Thyme,The staff has a super bright smile and happily entertained my request of putting chili padi in my pasta.,3,5,2016-06-10T00:00:00
Salt Grill & Sky Bar,The service was perfect.,3,5,2016-02-11T00:00:00
Pollen,The service in general was good except for a snooty local manager who all but rolled his eyes every time he talked to us.,3,4,2013-03-23T00:00:00
Annalakshmi,The decor remains as beautifully intricate and this outlet is definitely much brighter than the previous and also much bigger too.,4,4,2012-08-18T00:00:00
Blue Ginger,It is a pretty small restaurant and the seating can be a touch cramped.,4,4,2012-12-09T00:00:00
Cherry Garden,It had no atmosphere and it barely even felt like we were dining in the restaurant.,4,2,2017-06-18T00:00:00
Mezza9,This wouldn't be a regular weekend activity but for a group with kids this is a great place to get together for a special occasion.,4,3,2015-03-29T00:00:00
Song Fa Bak Kut Teh,"Located just opposite the Central shopping mall at Clark Quay, it's in a sufficiently accessible spot that isn't too far flung in the heartlands of Singapore.",4,4,2012-08-29T00:00:00
Garibaldi Italian Restaurant & Bar,"We really enjoyed both and though we won't be coming here all the time (it's a bit expensive), this spot is perfect for a romantic night out.",4,5,2016-01-30T00:00:00
Song Fa Bak Kut Teh,It's an eatery by the roadside and I recommend you eat there at night in case you will be seated outside to avoid the searing Asian heat.,4,5,2015-01-09T00:00:00
Crystal Jade Golden Palace,"The dimsum still maintained their usual standard, and I just generally find their decor very tasteful, and it is a great place to catch up with friends.",4,4,2015-01-29T00:00:00
Jumbo Seafood,The place was packed and we were seated next to the walk way and the garbage/dirty dish area.,4,3,2019-09-29T00:00:00
StraitsKitchen,"If you want to taste a wide variety of local food in a comfortable and clean environment, Straits Kitchen is the place to head to.",4,4,2015-09-24T00:00:00
Alaturka,But it's a nice and romantic place - great for a date.,4,3,2012-07-15T00:00:00
Spago By Wolfgang Puck,This is a rating for the bar (not restaurant): Amazing views of the Singapore naturally on East side.,4,3,2016-07-07T00:00:00
Maison Ikkoku Restaurant & Bar,"The actual seating area that is next to the coffee counter is very small and cramped, so go early or expect to wait.",4,4,2013-09-28T00:00:00
Kilo,"Can kind of see Kallang River, pretty cool.",4,4,2013-03-22T00:00:00
Sabai,Nice and cosy environment.,4,2,2015-04-08T00:00:00
Curious Palette,Great decor and a much better vibe than the stupidly overrated Forty Hands.,4,4,2015-08-28T00:00:00
Corner House,Its in an excellent location in the botanical gardens.,4,5,2016-08-25T00:00:00
Riders Cafe,Would be great if you have your own transportation.Food is very good for such a hipster location.,4,4,2014-10-08T00:00:00
Jai Thai,"Luckily, it's in a quiet neighbourhood.",4,4,2012-07-10T00:00:00
Brawn & Brains Coffee,This place is pretty cute and definitely reminds me of the hipster vibe back home but it is pretty chill and not super pretentious ha.,4,4,2016-06-03T00:00:00
One Man Coffee,Sitting outside is a nice alternative if you want a bit of peace and quiet.,4,4,2016-04-01T00:00:00
The White Rabbit,"I was simply in awe of the surroundings, making the dinner a very relaxing and enjoyably romantic moment with wifey.",4,4,2014-12-29T00:00:00
Potato Head Folk,"Great atmosphere and staff, always a pleasure to come here.",4,4,2016-11-13T00:00:00
Jumbo Seafood,"This is a great, great place to bring a bunch of people to start off a nice rowdy evening.",4,5,2012-11-30T00:00:00
Cook & Brew,a nice view of downtown and the bay; 2).,4,4,2016-09-13T00:00:00
Maison Ikkoku Restaurant & Bar,Place has a nice laid back vibe and isn't way too crowded on a Saturday morning when we went there.,4,4,2015-12-28T00:00:00
La Ristrettos,"And while the interior is fun, I loved sitting in the quiet garden outside.",4,4,2016-05-17T00:00:00
Kilo,"Ambiance was nice, surprisingly it wasn't too hot although open-air, guess there were a LOT of fans blowing.",4,4,2013-03-22T00:00:00
Chui Huay Lim Teochew Cusine,A good experience here in general.,5,4,2018-11-04T00:00:00
The Coconut Club,"Based on Yelp, we thought that The Coconut Club would be cash only but that is not the case at all.",5,5,2019-05-03T00:00:00
Nassim Hill Bakery Bistro Bar,Came here for brunch on a Sunday.,5,3,2012-11-26T00:00:00
8 Korean BBQ,I'd say that's testament in itself that we wandered into a good Korean BBQ place.,5,4,2014-04-12T00:00:00
Employees Only,"In Singapore, I can also see the concept working here, although things can get pretty crazy late in night.",5,5,2016-07-14T00:00:00
Maison Ikkoku Restaurant & Bar,"Girls being girls, we each ordered a different dish so that we could try as many dishes as possible.",5,4,2013-07-05T00:00:00
Din Tai Fung,The staff at the entrance gave me a number and a paper & pen so I could check what I liked to order while waiting.,5,4,2017-07-23T00:00:00
Ippudo,Can't go wrong with Ippudo with its ramen.,5,5,2016-02-18T00:00:00
Food Republic,The newly renovated food court at Wisma Atria Level 4 is finally open to public about a month ago!,5,4,2012-07-22T00:00:00
Violet Oon Satay & Grill,Went for afternoon tea after spending the day at the museum.,5,5,2018-11-23T00:00:00
Shin Yuu Japanese Restaurant,"I generally dislike buffets because I end up stuffing myself to uncomfortable levels to ""get my money's worth"".",5,5,2015-07-05T00:00:00
Gordon Grill,A completely new menu.,5,4,2014-09-13T00:00:00
Streets of London @ British Hainan,"Uncle Fred welcomes guests by saying ""Welcome Home!",5,4,2015-06-22T00:00:00
Taratata Brasserie,On a very happening street.,5,4,2014-04-20T00:00:00
Ash & Elm,:) The choices are few but high-quality.,5,4,2016-06-20T00:00:00
Colony,"This is a review for a Sunday buffet brunch at Colony restaurant, main level of the Ritz Carlton.",5,4,2016-06-01T00:00:00
Cook & Brew,They also take reservations.,5,3,2014-02-23T00:00:00
Cherry Garden,Highly recommend this gem of a place - it was the only restaurant that truly impressed us in every aspect.,5,5,2019-09-11T00:00:00
Marukyu,I look forward to come back and try the fuller menu in the near future.,5,5,2014-09-22T00:00:00
Hainanese Delicacy Chicken Rice,If you are around orchard then this place can be an option for your to go to :),5,4,2015-10-27T00:00:00
National Kitchen By Violet Oon,"And if I ever go back to Singapore, I will go back to this beautiful perfect place.",5,5,2018-08-28T00:00:00
Two Men Bagel House,One thing I love about Singapore is that there are enough western options available if I ever get tired of Asian cuisines.,5,5,2015-01-23T00:00:00
Soi 19 Thai Wanton Mee,What strikes me is the queue at 9 am on Saturday.,5,5,2015-07-25T00:00:00
Tim Ho Wan,I got a nice seat and ordered what was popular.,5,4,2018-01-14T00:00:00
CUT,Would definitely return here next time.,5,4,2018-08-03T00:00:00
Corner House,The menu was rather concise.,5,5,2015-07-06T00:00:00
La Petite Cuisine,Specials of the day were posted on the board at the cashier.,5,4,2013-07-27T00:00:00
Sin Huat Seafood Restaurant,Its a spot I like to take people who are visiting because you wont find it anywhere else.,5,4,2014-04-07T00:00:00
The White Rabbit,Parking is free and what better way to beat the crowd and enjoy a nice little lunch before heading back into the cubicle for another couple more hours of soul-draining work!,5,3,2012-08-23T00:00:00
Ikoi Japanese Restaurant,"It is highly popular, with reservations having to be made 2 weeks in advance in order to dine in Ikoi.",5,4,2012-08-11T00:00:00
Din Tai Fung,I went on a weekend and it was empty!,5,5,2019-03-22T00:00:00
Maison Ikkoku Restaurant & Bar,This cafe is one of the better brunch places I have been to in Singapore.,5,5,2013-06-10T00:00:00
Nanbantei Japanese,I was lucky and got a spot with the caveat that I would need to vacate in an hour as someone else has a reservation then.,5,5,2014-04-28T00:00:00
Long Beach Seafood,I asked for paper napkins (not the wet ones) and the man returned with paper towels he rolled out from the bathroom.,5,2,2015-11-22T00:00:00
Din Tai Fung,Went to this place after several recommendations from family members.,5,5,2017-07-24T00:00:00
Oscar's,"Of course, it helps that I can book it via Chope (which I did for this visit actually!",5,3,2013-03-24T00:00:00
Jumbo Seafood,"otherwise, prepare to get a workout in while eating crab in that humid Singapore weather.",5,4,2016-06-19T00:00:00
Maison Ikkoku Restaurant & Bar,My girlfriend and I arrived at 8:25pm for an 8:30 reservation.,5,2,2018-02-14T00:00:00
Samy's Curry,Always enjoy my visits here.,5,4,2019-04-21T00:00:00
Luke's Oyster Bar & Chop House,Went here tonight for the first time.,5,4,2017-08-29T00:00:00
Zhen Zhen Porridge,The amount of fish added is generous.,1,5,2014-01-18T00:00:00
Tomo Izakaya,We ordered a couple of $5 Japanese beers and few bites which included 1) bacon scallop skewers 2) cold soba noodles 3) sushi roll 4) Seafood salad 5) chicken karage.,1,3,2013-04-25T00:00:00
Sakunthala's,Note: Only accepts cash or NETS.,1,5,2016-12-21T00:00:00
Burger Joint,"All too small soda, S$4.50.",1,5,2017-01-20T00:00:00
Din Tai Fung,Expensive but worth the splurge once in while.,1,5,2016-12-25T00:00:00
Hainanese Delicacy Chicken Rice,The price is also more expensive than normal chicken rice.,1,1,2018-10-09T00:00:00
Waterfall Cafe,"We shared three appetizers and two entres amongst five people, and it was actually plenty of food.",1,4,2015-03-26T00:00:00
Good Chance Popiah Eating House,We also had the flash fried tofu cubes (super tasty).. And we left stuffed.,1,4,2016-09-04T00:00:00
Mr and Mrs Mohgan's Super Crispy Roti Prata,A tiger beer costs only $4 for a small.,1,5,2019-04-21T00:00:00
FYR Cycene Ond Drinc,"We spent ~$230 for 4 people, including drinks.",1,3,2015-11-28T00:00:00
Blue Ginger,"First visit, we had the curry fish head and squid.The curry fish head serving is large but is only half a fish head.",1,3,2018-11-17T00:00:00
Afterglow,"Both were priced for $22+, which was pretty expensive given the ingredient and portion of food.",1,3,2015-07-16T00:00:00
Herbivore,I'm an American and the exchange rate really kills the deal.,1,4,2019-08-08T00:00:00
Ippudo,"There was nothing special and there are lots of other ramen restaurants that can be had for half price (Ramen Champion, etc).",1,2,2012-10-28T00:00:00
Yakiniku Yazawa,"My summary: save up before going, and then don't cheap outIt costs a pretty penny to eat well here, but if you are going to dine here, go or the steak cuts.",1,5,2015-07-18T00:00:00
Fat Cow,"We both had the set lunch (ranges from about $35-$50), which is quite reasonable for such a pricy place.",1,5,2016-01-06T00:00:00
LAVO Italian Restaurant & Rooftop Bar,"Including two glasses of Champaign we paid almost 300$ for a mediocre italian food and left the restaurant hungry, so we took a taxi to Clarke Quay to enjoy some tacos.",1,2,2019-04-17T00:00:00
Tian Tian Hainanese Chicken Rice,"It moves quickly!We ordered a medium chicken rice to share (but came back again the next day and ordered our own), which set us back 5 Singapore dollars ($3.69 USD).",1,5,2020-01-12T00:00:00
Basilico,You get more than you pay for.,1,5,2016-05-15T00:00:00
FOC,Total bill for 2 came up to $115 (incl.,1,5,2015-11-18T00:00:00
The Beast,"The serving was small, but it was meant to be an appetiser anyway.",1,3,2015-05-27T00:00:00
Lei Garden,The drinks are pretty good but very expensive.,1,3,2016-04-02T00:00:00
Momma Kong's Crab Shack,The 3 Asahi for $30 is also a good deal.,1,5,2015-11-22T00:00:00
Geylang Lorong 9 Beef Kway Teow,Another $10 for the oyster omelette from the shop across the road.,1,4,2014-10-25T00:00:00
My Little Spanish Place,"The pan/bread plate was a joke since it was S$6 for a plate of bread, olive oil, and garlic aioli.",1,1,2014-09-09T00:00:00
Mrs Pho,No Tax (GST) but charges 10% for service charge (the usual)Charges service charge but had to go to counter to pay bill.,1,1,2016-07-16T00:00:00
DB Bistro Moderne,"  The Pink Floyd cocktail while pretty, was all ice and foam, and the tartie, mine Alsacian, was a $22 large cheese craker.",1,4,2012-12-06T00:00:00
Curious Palette,"However, I wasn't full at that point as the portion to be honest has a lot to be desired.",1,3,2015-12-26T00:00:00
Whampoa Keng,"The ""soup refill"" and chrysanthemum leaves (a small plate of tatty looking vegetables) was $6.",1,3,2014-02-22T00:00:00
Saveur,Of course the only saving grace is that it is very affordable French food.,1,3,2015-02-11T00:00:00
Ciao Italian Risto Bar,"Also, the place is quite expensive for serving such terrible food.",1,1,2018-09-09T00:00:00
Fat Cow,You are not offering an awesome enough experience for $160 per head,1,1,2012-10-22T00:00:00
National Kitchen By Violet Oon,"I had iced tea, way overpriced at $9.",1,4,2016-03-11T00:00:00
Bigmama,"We also got the Suyuk, but I felt that it was relatively expensive.",1,5,2015-12-29T00:00:00
Liao Fan Hawker Chan,It's my first Michelin star restaurant since it's the only affordable one out there!,1,3,2019-02-08T00:00:00
Urban Bites Mediterranean Cuisine,Quality hummus that is good portion for two- three people.,1,4,2015-07-23T00:00:00
Wheeler's Yard,"For all other payments, credit card is accepted only for bills above $20.",1,3,2019-05-05T00:00:00
Chapter 55,"At half the price, it was a steal.",1,5,2015-12-08T00:00:00
Old Airport Road Food Centre,"For only $4, you get both the wonton soup + the noodles.",1,4,2016-01-06T00:00:00
Song Fa Bak Kut Teh,A large portion is around $10 Singaporean dollars ($7.22 US dollars).,1,5,2020-03-04T00:00:00
Amaravati,Price was reasonable for a touristy area.,1,3,2018-11-10T00:00:00
Dancing Crab,Overall not the best value for money.,1,3,2019-10-24T00:00:00
Pita Pan,The serving was fairly decent for the price.,1,3,2015-09-12T00:00:00
Urban Bites Mediterranean Cuisine,"What was working for them before was the good food at a great price... Bahhh, so disappointed.",1,3,2015-06-19T00:00:00
Artichoke Cafe & Bar,"So of course, if you order this coupled with a few mains plus cocktails, the bill will definitely come up to $300 - $400.",1,5,2015-02-24T00:00:00
Liao Fan Hawker Chan,"My total was $4.80 which is slightly pricey for a ""hawker stall"" but you get extras such as air conditioning and food safety so it's worth it.",1,5,2017-04-20T00:00:00
Long Beach King Seafood,"For example, they charge you for the wet napkin.",1,4,2017-10-12T00:00:00
Jai Thai,Prices are on the higher side for a restaurant of this standard.,1,3,2019-03-20T00:00:00
Alakai,Much more affordable if you use the entertainer 1 for 1 coupon!,1,4,2018-03-30T00:00:00
Famous Sungei Road Trishaw Laksa,).The price here is also ideal at under 10 singaporean dollars a bowl.,1,5,2019-08-07T00:00:00
Inasal,The pricing should be more flexible; it would increase business.,1,4,2014-03-06T00:00:00
Jumbo Seafood,"They also charge for everything without telling you, the peanuts on the table?",1,2,2015-04-02T00:00:00
