,Restaurant,Review,Label,Stars,Date,Review_clean
2927,Taste Paradise,I've been here 4 times and tried 30+ dishes (via foodmento app).,5,4,2013-11-27T00:00:00,i ve been here times and tried dishes via foodmento app
2928,Beach Road Kitchen,"I had only tried laksa a couple times before at sit down restaurants, which likely have a completely different approach to this dish.",5,3,2018-11-24T00:00:00,i had only tried laksa a couple times before at sit down restaurants which likely have a completely different approach to this dish
2929,Kopi Tiam,"I usually get my cut of korean samgyupsal here (pork bbq), and steak to eat for dinner.",5,4,2015-11-17T00:00:00,i usually get my cut of korean samgyupsal here pork bbq and steak to eat for dinner
2930,Dragon Phoenix,I had the Twosome - aburi char siew and sio bak with wantons.,5,4,2016-01-13T00:00:00,i had the twosome aburi char siew and sio bak with wantons
2931,10 at Claymore,"Order your breads (naan, chapatti) first, so they can heat up while you decide on the rest.",5,4,2012-10-17T00:00:00,order your breads naan chapatti first so they can heat up while you decide on the rest
2932,The Bao Makers,Perhaps I would have a better experience if I came with a local or somebody who knows what they are doing.,5,3,2015-03-02T00:00:00,perhaps i would have a better experience if i came with a local or somebody who knows what they are doing
2933,Zam Zam Restaurant,"You can specify soft, normal or hard for noodle texture.",5,4,2012-07-14T00:00:00,you can specify soft normal or hard for noodle texture
2934,Soi 19 Thai Wanton Mee,"Since moving to Singapore, I've been on a quest for the best dim sum in town.",5,4,2014-01-13T00:00:00,since moving to singapore i ve been on a quest for the best dim sum in town
2935,Bincho at Hua Bee,I ordered the number 5 which is jumbo prawn with ribs.,5,5,2019-06-09T00:00:00,i ordered the number which is jumbo prawn with ribs
2936,Beauty in the Pot,"Employees Only is a originally from NYC in the West Village, and on the most recent best bars of the world list, it is #4.",5,5,2016-07-14T00:00:00,employees only is a originally from nyc in the west village and on the most recent best bars of the world list it is
2937,Blanco Court Prawn Mee,"The regular size leaves you craving for more, but in Singapore ; there's more phenomenal foods to try.",5,4,2015-11-09T00:00:00,the regular size leaves you craving for more but in singapore there s more phenomenal foods to try
2938,Ramen Keisuke Tori King,We went twice in the week we were there,5,5,2016-10-23T00:00:00,we went twice in the week we were there
2939,Maison Ikkoku Restaurant & Bar,I study at the cafe during the whole morning.,5,5,2018-06-01T00:00:00,i study at the cafe during the whole morning
2940,Tandoori Corner North Indian Curry House,"Slow-cooked suckling pig Segovian style, potato puree and tender garlic shoots ($37) 3.",5,4,2013-01-08T00:00:00,slow cooked suckling pig segovian style potato puree and tender garlic shoots
2941,PS.Cafe,It's an easy walk from the main street in Chinatown called Tajong Pagar.,5,5,2019-05-31T00:00:00,it s an easy walk from the main street in chinatown called tajong pagar
2942,iO Italian Osteria,I was there for my future (Fiance's) niece's birthday celebration.,5,4,2013-02-27T00:00:00,i was there for my future fiance s niece s birthday celebration
2943,Song Fa Bak Kut Teh,They do have an extensive menu that ranges from bruschetta to protein shakes and a full bar so make sure you take a thorough look at everything.,5,5,2020-01-07T00:00:00,they do have an extensive menu that ranges from bruschetta to protein shakes and a full bar so make sure you take a thorough look at everything
2944,Tsuta Japanese Soba Noodles,I didn't get to eat their dumpling soup as I'm allergic to prawns but my boyfriend got to enjoy them.,5,4,2017-07-09T00:00:00,i didn t get to eat their dumpling soup as i m allergic to prawns but my boyfriend got to enjoy them
2945,Teng Bespoke Japanese Vegetarian Dining,"If you're at the waterfront, note that there are two restaurants within 10 minutes walking distance of each other.",5,4,2014-03-19T00:00:00,if you re at the waterfront note that there are two restaurants within minutes walking distance of each other
2946,Spago By Wolfgang Puck,"I ordered a salted egg crab and asked for the smallest size, the staff told me it was 900g and I agreed, but when the bill came, they charged us $88 and I queried the staff and the staff said, the crab that was sent to my table was indeed 900g then I asked why was I charged $88?",5,5,2019-01-06T00:00:00,i ordered a salted egg crab and asked for the smallest size the staff told me it was and i agreed but when the bill came they charged us and i queried the staff and the staff said the crab that was sent to my table was indeed then i asked why was i charged
2947,Chinatown Seafood Restaurant,"For my first night in Singapore, I thought I'd head over to well-known La Pa Sat for late dinner.",5,4,2016-06-21T00:00:00,for my first night in singapore i thought i d head over to well known la pa sat for late dinner
2948,Da Dong Prawn Noodles,It's quick and conveniently located in orchard St mall.,5,3,2016-12-27T00:00:00,it s quick and conveniently located in orchard st mall
2949,Mrs Pho,I was going to keep going when a guy was like HEY!,5,5,2016-06-25T00:00:00,i was going to keep going when a guy was like hey
2950,Zhen Zhen Porridge,Ordered differently today.,5,3,2016-10-27T00:00:00,ordered differently today
2951,Mellben Signature,Can't wait to check out their dinner options.,5,4,2016-05-10T00:00:00,can t wait to check out their dinner options
2952,LAVO Italian Restaurant & Rooftop Bar,"It has octopus, shrimp and fish pieces.",5,3,2019-09-28T00:00:00,it has octopus shrimp and fish pieces
2953,Humpback,It was our last night in Singapore and we were looking to get the whole experience starting with drinks...getting some wine with dinner etc.,5,3,2018-01-23T00:00:00,it was our last night in singapore and we were looking to get the whole experience starting with drinks getting some wine with dinner etc
2954,Curious Palette,"I love the hougang branch, something decent up north.",5,4,2016-03-29T00:00:00,i love the hougang branch something decent up north
2955,PappaRich,I have never ever heard of these dishes before.,5,4,2012-08-19T00:00:00,i have never ever heard of these dishes before
2956,Kampong Glam Cafe,I question the hygiene.,5,2,2013-10-17T00:00:00,i question the hygiene
2957,Flutes,Your teeth will get destroyed!!,5,5,2015-12-16T00:00:00,your teeth will get destroyed
2958,Supertree by Indochine,The open bar helped as well.,5,5,2015-11-29T00:00:00,the open bar helped as well
2959,Brotzeit,"For example, we ordered three starters.",5,4,2018-04-19T00:00:00,for example we ordered three starters
2960,Maison Ikkoku Restaurant & Bar,Our package included breakfast every morning at the Opus Bar and Grill.,5,5,2019-01-03T00:00:00,our package included breakfast every morning at the opus bar and grill
2961,Loy Kee Best Chicken Rice,"Anyway, right now daily cut and salad stop are the only healthy options.",5,5,2016-01-31T00:00:00,anyway right now daily cut and salad stop are the only healthy options
2962,Din Tai Fung,The menu and sign says they serve authentic Nepalese & Indian cuisine.,5,3,2015-08-02T00:00:00,the menu and sign says they serve authentic nepalese indian cuisine
2963,The Halia,"Because I have celiac disease and cannot eat gluten I cannot speak to their food items (beautiful looking muffins, pies, tarts, etc.",5,4,2013-03-14T00:00:00,because i have celiac disease and can not eat gluten i can not speak to their food items beautiful looking muffins pies tarts etc
2964,Esquina,It features chicken and pork served with your choice of either rice or noodles.,5,5,2019-06-03T00:00:00,it features chicken and pork served with your choice of either rice or noodles
2965,Sin Huat Seafood Restaurant,"To be honest, I wasn't that hungry but I didn't want to let a minute go to waste since I don't make it to SG that often.",5,5,2018-07-06T00:00:00,to be honest i wasn t that hungry but i didn t want to let a minute go to waste since i don t make it to sg that often
2966,Sungei Road Laksa,I also had the yogurt sake to go along with my dessert.,5,5,2018-11-19T00:00:00,i also had the yogurt sake to go along with my dessert
2967,Huber's Bistro,"Since I didn't want any of the proteins on the lunch menu, I specially ordered the dinner steak (supplement $50).",5,5,2019-01-03T00:00:00,since i didn t want any of the proteins on the lunch menu i specially ordered the dinner steak supplement
2968,Wanton Seng's Noodle Bar,It's fun to roll and eat your own popiah.,5,4,2016-09-07T00:00:00,it s fun to roll and eat your own popiah
2969,Jaggi's Northern Indian Cuisine,We ordered the lobster and the lamb.,5,1,2017-10-20T00:00:00,we ordered the lobster and the lamb
2970,Komala Vilas Restaurant,"Ordered the diamond cut, which was 450 g. or roughly 16 oz.",5,5,2019-02-03T00:00:00,ordered the diamond cut which was g or roughly oz
2971,Chui Huay Lim Teochew Cusine,A good experience here in general.,5,4,2018-11-04T00:00:00,a good experience here in general
2972,The Coconut Club,"Based on Yelp, we thought that The Coconut Club would be cash only but that is not the case at all.",5,5,2019-05-03T00:00:00,based on yelp we thought that the coconut club would be cash only but that is not the case at all
2973,Nassim Hill Bakery Bistro Bar,Came here for brunch on a Sunday.,5,3,2012-11-26T00:00:00,came here for brunch on a sunday
2974,8 Korean BBQ,I'd say that's testament in itself that we wandered into a good Korean BBQ place.,5,4,2014-04-12T00:00:00,i d say that s testament in itself that we wandered into a good korean bbq place
2975,Employees Only,"In Singapore, I can also see the concept working here, although things can get pretty crazy late in night.",5,5,2016-07-14T00:00:00,in singapore i can also see the concept working here although things can get pretty crazy late in night
2976,Maison Ikkoku Restaurant & Bar,"Girls being girls, we each ordered a different dish so that we could try as many dishes as possible.",5,4,2013-07-05T00:00:00,girls being girls we each ordered a different dish so that we could try as many dishes as possible
2977,Din Tai Fung,The staff at the entrance gave me a number and a paper & pen so I could check what I liked to order while waiting.,5,4,2017-07-23T00:00:00,the staff at the entrance gave me a number and a paper pen so i could check what i liked to order while waiting
2978,Ippudo,Can't go wrong with Ippudo with its ramen.,5,5,2016-02-18T00:00:00,can t go wrong with ippudo with its ramen
2979,Food Republic,The newly renovated food court at Wisma Atria Level 4 is finally open to public about a month ago!,5,4,2012-07-22T00:00:00,the newly renovated food court at wisma atria level is finally open to public about a month ago
2980,Violet Oon Satay & Grill,Went for afternoon tea after spending the day at the museum.,5,5,2018-11-23T00:00:00,went for afternoon tea after spending the day at the museum
2981,Shin Yuu Japanese Restaurant,"I generally dislike buffets because I end up stuffing myself to uncomfortable levels to ""get my money's worth"".",5,5,2015-07-05T00:00:00,i generally dislike buffets because i end up stuffing myself to uncomfortable levels to get my money s worth
2982,Gordon Grill,A completely new menu.,5,4,2014-09-13T00:00:00,a completely new menu
2983,Streets of London @ British Hainan,"Uncle Fred welcomes guests by saying ""Welcome Home!",5,4,2015-06-22T00:00:00,uncle fred welcomes guests by saying welcome home
2984,Taratata Brasserie,On a very happening street.,5,4,2014-04-20T00:00:00,on a very happening street
2985,Ash & Elm,:) The choices are few but high-quality.,5,4,2016-06-20T00:00:00,the choices are few but high quality
2986,Colony,"This is a review for a Sunday buffet brunch at Colony restaurant, main level of the Ritz Carlton.",5,4,2016-06-01T00:00:00,this is a review for a sunday buffet brunch at colony restaurant main level of the ritz carlton
2987,Cook & Brew,They also take reservations.,5,3,2014-02-23T00:00:00,they also take reservations
2988,Cherry Garden,Highly recommend this gem of a place - it was the only restaurant that truly impressed us in every aspect.,5,5,2019-09-11T00:00:00,highly recommend this gem of a place it was the only restaurant that truly impressed us in every aspect
2989,Marukyu,I look forward to come back and try the fuller menu in the near future.,5,5,2014-09-22T00:00:00,i look forward to come back and try the fuller menu in the near future
2990,Hainanese Delicacy Chicken Rice,If you are around orchard then this place can be an option for your to go to :),5,4,2015-10-27T00:00:00,if you are around orchard then this place can be an option for your to go to
2991,National Kitchen By Violet Oon,"And if I ever go back to Singapore, I will go back to this beautiful perfect place.",5,5,2018-08-28T00:00:00,and if i ever go back to singapore i will go back to this beautiful perfect place
2992,Two Men Bagel House,One thing I love about Singapore is that there are enough western options available if I ever get tired of Asian cuisines.,5,5,2015-01-23T00:00:00,one thing i love about singapore is that there are enough western options available if i ever get tired of asian cuisines
2993,Soi 19 Thai Wanton Mee,What strikes me is the queue at 9 am on Saturday.,5,5,2015-07-25T00:00:00,what strikes me is the queue at am on saturday
2994,Tim Ho Wan,I got a nice seat and ordered what was popular.,5,4,2018-01-14T00:00:00,i got a nice seat and ordered what was popular
2995,CUT,Would definitely return here next time.,5,4,2018-08-03T00:00:00,would definitely return here next time
2996,Corner House,The menu was rather concise.,5,5,2015-07-06T00:00:00,the menu was rather concise
2997,La Petite Cuisine,Specials of the day were posted on the board at the cashier.,5,4,2013-07-27T00:00:00,specials of the day were posted on the board at the cashier
2998,Sin Huat Seafood Restaurant,Its a spot I like to take people who are visiting because you wont find it anywhere else.,5,4,2014-04-07T00:00:00,its a spot i like to take people who are visiting because you wont find it anywhere else
2999,The White Rabbit,Parking is free and what better way to beat the crowd and enjoy a nice little lunch before heading back into the cubicle for another couple more hours of soul-draining work!,5,3,2012-08-23T00:00:00,parking is free and what better way to beat the crowd and enjoy a nice little lunch before heading back into the cubicle for another couple more hours of soul draining work
3000,Ikoi Japanese Restaurant,"It is highly popular, with reservations having to be made 2 weeks in advance in order to dine in Ikoi.",5,4,2012-08-11T00:00:00,it is highly popular with reservations having to be made weeks in advance in order to dine in ikoi
3001,Din Tai Fung,I went on a weekend and it was empty!,5,5,2019-03-22T00:00:00,i went on a weekend and it was empty
3002,Maison Ikkoku Restaurant & Bar,This cafe is one of the better brunch places I have been to in Singapore.,5,5,2013-06-10T00:00:00,this cafe is one of the better brunch places i have been to in singapore
3003,Nanbantei Japanese,I was lucky and got a spot with the caveat that I would need to vacate in an hour as someone else has a reservation then.,5,5,2014-04-28T00:00:00,i was lucky and got a spot with the caveat that i would need to vacate in an hour as someone else has a reservation then
3004,Long Beach Seafood,I asked for paper napkins (not the wet ones) and the man returned with paper towels he rolled out from the bathroom.,5,2,2015-11-22T00:00:00,i asked for paper napkins not the wet ones and the man returned with paper towels he rolled out from the bathroom
3005,Din Tai Fung,Went to this place after several recommendations from family members.,5,5,2017-07-24T00:00:00,went to this place after several recommendations from family members
3006,Oscar's,"Of course, it helps that I can book it via Chope (which I did for this visit actually!",5,3,2013-03-24T00:00:00,of course it helps that i can book it via chope which i did for this visit actually
3007,Jumbo Seafood,"otherwise, prepare to get a workout in while eating crab in that humid Singapore weather.",5,4,2016-06-19T00:00:00,otherwise prepare to get a workout in while eating crab in that humid singapore weather
3008,Maison Ikkoku Restaurant & Bar,My girlfriend and I arrived at 8:25pm for an 8:30 reservation.,5,2,2018-02-14T00:00:00,my girlfriend and i arrived at for an reservation
3009,Samy's Curry,Always enjoy my visits here.,5,4,2019-04-21T00:00:00,always enjoy my visits here
3010,Luke's Oyster Bar & Chop House,Went here tonight for the first time.,5,4,2017-08-29T00:00:00,went here tonight for the first time
3011,8 Korean BBQ,We won't be coming back.,5,2,2019-01-27T00:00:00,we won t be coming back
3012,8 Korean BBQ,"""Husband: ""Never said I didn't like Korean BBQ""So we manage to get a table on a Saturday night.",5,4,2014-04-12T00:00:00,husband never said i didn t like korean bbq so we manage to get a table on a saturday night
3013,A Noodle Story,We took pictures with the chef and got our noodle story as the last customer that day.,5,4,2017-10-07T00:00:00,we took pictures with the chef and got our noodle story as the last customer that day
3014,ADRIFT,I need to meet him to tell him WELL DONE!,5,5,2018-11-14T00:00:00,i need to meet him to tell him well done
3015,Ah Hoe Mee Pok,"It's official... As much as I loved our Michelin starred Teochew Mince Pork noodle, I have officially found my current favorite Bak Chor Mee (Minced Pork Noodles).",5,5,2016-10-16T00:00:00,it s official as much as i loved our michelin starred teochew mince pork noodle i have officially found my current favorite bak chor mee minced pork noodles
3016,Ah Tai Hainanese Chicken Rice,"Luckily, we spotted Ah Tai just a few stalls down.",5,5,2018-06-11T00:00:00,luckily we spotted ah tai just a few stalls down
3017,Akira Back,Have been waiting to write my review for this restaurant but was dismay to find this restaurant has not been listed back then.,5,5,2017-05-06T00:00:00,have been waiting to write my review for this restaurant but was dismay to find this restaurant has not been listed back then
3018,Amber Restaurant,Don't miss this if you visit the Little India.,5,5,2020-01-03T00:00:00,don t miss this if you visit the little india
3019,Arnold's Fried Chicken,Don't brood over it though.,5,4,2012-08-03T00:00:00,don t brood over it though
3020,Artichoke Cafe & Bar,"I have my Turkish haunts when I have that itch for endless eggplants, but talking about true comfort meeting epicurean, try this 'middle eatery/ modern eastern' establishment.",5,5,2013-02-21T00:00:00,i have my turkish haunts when i have that itch for endless eggplants but talking about true comfort meeting epicurean try this middle eatery modern eastern establishment
3021,Basilico,"Basilico is one of the restaurants available at the Regent Hotel, which is still part of the Four Seasons group.",5,5,2017-10-11T00:00:00,basilico is one of the restaurants available at the regent hotel which is still part of the four seasons group
3022,Bigmama,"We ordered lots of stuff, but I'm not a fan of spicy food, so I only had a taste of the kimchi stuff that they ordered.",5,4,2015-09-04T00:00:00,we ordered lots of stuff but i m not a fan of spicy food so i only had a taste of the kimchi stuff that they ordered
3023,Blue Ginger,It is definitely not bad but is also not my go-to place.,5,3,2015-12-03T00:00:00,it is definitely not bad but is also not my go to place
3024,Bread Street Kitchen,From Wolfgang Puck to Tetsuya Wakuda to Joel Robouchon - we have it all here.,5,4,2015-07-02T00:00:00,from wolfgang puck to tetsuya wakuda to joel robouchon we have it all here
3025,BurgerLabo,"BurgerLabo is the sister restaurant to The Naked Finn, which is also owned by Mr Tan.",5,5,2019-07-26T00:00:00,burgerlabo is the sister restaurant to the naked finn which is also owned by mr tan
3026,Burnt Ends,So that saved us from making choices.,5,4,2017-05-05T00:00:00,so that saved us from making choices
3027,CafÃÂ© Iguana,Happy hour at Cafe Iguana ($40 for a jug of magaritas before 7pm or after 10pm).,5,3,2018-08-15T00:00:00,happy hour at cafe iguana for a jug of magaritas before or after
3028,CafÃÂ© Iguana,Would not come back here again.,5,3,2018-08-06T00:00:00,would not come back here again
3029,Chapter 55,Long story short: After the trauma of mathematics and Chapter 55.,5,3,2015-06-30T00:00:00,long story short after the trauma of mathematics and chapter
3030,Ciao Italian Risto Bar,Would come back again.,5,4,2018-06-06T00:00:00,would come back again
3031,Clinton Street Baking Company & Restaurant,"3 if this is a place in the US, 4 cos it's in Singapore.",5,4,2016-01-05T00:00:00,if this is a place in the us cos it s in singapore
3032,Clinton Street Baking Company & Restaurant,Will def be back again soon!,5,4,2016-02-19T00:00:00,will def be back again soon
3033,Clinton Street Baking Company & Restaurant,It's not the breakfast to die as compared in states.,5,1,2016-06-28T00:00:00,it s not the breakfast to die as compared in states
3034,Corner House,Highly recommended if you are celebrating a special occasion or just want to treat yourself to a great meal!,5,5,2016-08-25T00:00:00,highly recommended if you are celebrating a special occasion or just want to treat yourself to a great meal
3035,Dallas Restaurant & Bar,"If you're having drinks downstairs, it's a different story.",5,3,2012-09-02T00:00:00,if you re having drinks downstairs it s a different story
3036,Dancing Crab,A great place to eat!,5,5,2017-07-25T00:00:00,a great place to eat
3037,DB Bistro Moderne,"Other than a celebrity chef name and prices to match, there is nothing to compel me to return to this restaurant.",5,3,2015-08-12T00:00:00,other than a celebrity chef name and prices to match there is nothing to compel me to return to this restaurant
3038,Din Tai Fung,"I highly recommend this DTF for all my Yelpers, if you have the chance to visit Singapore, it's a must go.",5,5,2012-11-14T00:00:00,i highly recommend this dtf for all my yelpers if you have the chance to visit singapore it s a must go
3039,Din Tai Fung,It wasn't bad but you can definitely skip this one if you're unsure.,5,5,2016-08-24T00:00:00,it wasn t bad but you can definitely skip this one if you re unsure
3040,Druggists,"So you don't rapidly reach a point of diminishing returns, you ask for about 100ml in each glass taste it and then move on.",5,5,2015-11-07T00:00:00,so you don t rapidly reach a point of diminishing returns you ask for about in each glass taste it and then move on
3041,Eight Treasures Vegetarian,This has gotta be the best ever Chinese vegetarian place in the world.,5,5,2017-01-14T00:00:00,this has got be the best ever chinese vegetarian place in the world
3042,Elemen,Just an all around bad experience.,5,2,2017-10-06T00:00:00,just an all around bad experience
3043,Fat Cow,The steak was served with a shoyu dip with grated ginger and sesame.,5,5,2014-06-12T00:00:00,the steak was served with a shoyu dip with grated ginger and sesame
3044,Fat Cow,Fat Cow is one of those memorable restaurants that you will talk about for a very a long time.,5,5,2014-11-01T00:00:00,fat cow is one of those memorable restaurants that you will talk about for a very a long time
3045,Fat Cow,"When I'm back in Singapore, you will most definitely find me here.",5,5,2014-08-19T00:00:00,when i m back in singapore you will most definitely find me here
3046,Fatboy's The Burger Bar,I had thir cheeseburger with fries.,5,5,2020-02-27T00:00:00,i had thir cheeseburger with fries
3047,FatPapas,One of the best Burger shop in Singapore.,5,5,2018-09-01T00:00:00,one of the best burger shop in singapore
3048,Fluff Bakery,"Located right in front of the bus stop opposite the primary school is Fluff Bakery, according to previous reviews, you could only get one dozen cupcakes per person.",5,4,2015-01-25T00:00:00,located right in front of the bus stop opposite the primary school is fluff bakery according to previous reviews you could only get one dozen cupcakes per person
3049,FOC,Wanted to add to the reviews as this is now one of the two best restaurants I've been to in Singapore.,5,5,2018-09-10T00:00:00,wanted to add to the reviews as this is now one of the two best restaurants i ve been to in singapore
3050,FOC PIM PAM,Spicy Salsa 'Brava' .,5,4,2018-04-02T00:00:00,spicy salsa brava
3051,Food Opera,Please help the environment and eat in if you can.,5,4,2019-05-24T00:00:00,please help the environment and eat in if you can
3052,Food Opera,This is just the beginning of my food journey here so I will use the FO as a barometer for other places.,5,4,2014-01-17T00:00:00,this is just the beginning of my food journey here so i will use the fo as a barometer for other places
3053,Garibaldi Italian Restaurant & Bar,Pineapple compote and pandan chiffon cake bits should not appear with fois.,5,3,2014-11-04T00:00:00,pineapple compote and pandan chiffon cake bits should not appear with fois
3054,Granny's Secret,"It included mushrooms, pork, prawns, fish, and tofu.",5,3,2012-10-06T00:00:00,it included mushrooms pork prawns fish and tofu
3055,Gyoza-Ya,flakes on top.,5,4,2016-03-06T00:00:00,flakes on top
3056,Gyoza-Ya,Don't get me wrong.,5,4,2014-11-29T00:00:00,don t get me wrong
3057,Gyu Kaku Japanese BBQ,"Out of curiosity, I also tried the beef tongue.",5,4,2012-09-08T00:00:00,out of curiosity i also tried the beef tongue
3058,Hainan Chicken Rice Balls,Now you can find chicken rice balls in Singapore as well.,5,4,2012-08-26T00:00:00,now you can find chicken rice balls in singapore as well
3059,Hainanese Delicacy Chicken Rice,"The other decent chicken rice place on top of Far East Plaza in Orchard, but I like TIan Tian and the Golden Shoe one a tad bit better.",5,4,2014-08-29T00:00:00,the other decent chicken rice place on top of far east plaza in orchard but i like tian tian and the golden shoe one a tad bit better
3060,Hokkaido Ramen Santouka,Either you love it or you don't know you love it.,5,4,2013-08-19T00:00:00,either you love it or you don t know you love it
3061,Hokkaido Ramen Santouka,One of my go to places for a ramen fix.,5,4,2012-10-01T00:00:00,one of my go to places for a ramen fix
3062,Humpback,We'll definitely be back for more!,5,5,2016-02-10T00:00:00,we ll definitely be back for more
3063,Inle Myanmar,"And straightaway, I told her about wanting to eat Burmese food without much hesitation.Picked her co-worker up and she drove to Peninsula Plaza.",5,4,2015-01-24T00:00:00,and straightaway i told her about wanting to eat burmese food without much hesitation picked her co worker up and she drove to peninsula plaza
3064,Ippudo,Rated #1 with all of Asia,5,4,2019-10-22T00:00:00,rated with all of asia
3065,Ippudo,"I say good food is good food, regardless of how many outlets there are.",5,4,2012-10-28T00:00:00,i say good food is good food regardless of how many outlets there are
3066,Ippudo,"I'll say, trying it for the sake of trying?",5,3,2012-08-12T00:00:00,i ll say trying it for the sake of trying
3067,JB Ah Meng,I wish I could cook like this but sadly I will have to travel 9500 miles to eat this again.,5,5,2017-09-27T00:00:00,i wish i could cook like this but sadly i will have to travel miles to eat this again
3068,Jewel Coffee at Millenia Walk,There isn't any sugar added so you can do what you please at the condiment station.,5,4,2017-05-24T00:00:00,there isn t any sugar added so you can do what you please at the condiment station
3069,Jing Hua Xiao Chi,"I very much doubted that the bf and I would be able to finish one on our own (nor would it be a very good idea), and these deep fried things are just never as good reheated.",5,3,2013-03-12T00:00:00,i very much doubted that the bf and i would be able to finish one on our own nor would it be a very good idea and these deep fried things are just never as good reheated
3070,Jumbo Seafood,"Tell me...""Me: ""Girl, he was a little small; you know what they say about those little ones, right?",5,4,2017-12-01T00:00:00,tell me me girl he was a little small you know what they say about those little ones right
3071,Jumbo Seafood,"Apparently the ish is to get deep fried mantou (those white chinese bread things), which you can then dip in the sauce.",5,4,2015-08-21T00:00:00,apparently the ish is to get deep fried mantou those white chinese bread things which you can then dip in the sauce
3072,Jumbo Seafood,"I asked as friend who's a local to take us to the best chill crab spot in Sinagpore, and he took us Here.",5,4,2014-11-19T00:00:00,i asked as friend who s a local to take us to the best chill crab spot in sinagpore and he took us here
3073,JustIN Flavours of Asia,The 2nd time was dinner with my friend from San Francisco on a Friday evening.,5,5,2018-07-01T00:00:00,the time was dinner with my friend from san francisco on a friday evening
3074,Katanashi,But you know what you're in for.,5,4,2015-04-19T00:00:00,but you know what you re in for
3075,Kok Sen Restaurant,We just had a few rounds of drinks at Vida Vino across the street and was craving some real hot food.,5,4,2015-05-12T00:00:00,we just had a few rounds of drinks at vida vino across the street and was craving some real hot food
3076,Komala Vilas Restaurant,disappointed.,5,1,2015-03-25T00:00:00,disappointed
3077,Komala Vilas Restaurant,You've got to try the MANGO LASSI!,5,5,2015-11-28T00:00:00,you ve got to try the mango lassi
3078,Labyrinth,We said we don't eat lamb.,5,2,2020-02-03T00:00:00,we said we don t eat lamb
3079,Latteria Mozzarella Bar,Visited in a large group of 9 people.,5,4,2016-07-27T00:00:00,visited in a large group of people
3080,Liao Fan Hawker Chan,No Star.,5,3,2019-12-13T00:00:00,no star
3081,Lola's Cafe,Meh.,5,3,2014-01-15T00:00:00,meh
3082,Lolla,Will have to come back to try some of the other dishes.,5,4,2013-12-27T00:00:00,will have to come back to try some of the other dishes
3083,Loy Kee Best Chicken Rice,That's when I decided to start reading from the menu again ... from the beginning.,5,3,2015-06-07T00:00:00,that s when i decided to start reading from the menu again from the beginning
3084,Luke's Oyster Bar & Chop House,It was pretty good.,5,3,2016-02-14T00:00:00,it was pretty good
3085,Luke's Oyster Bar & Chop House,Superb.,5,4,2014-10-11T00:00:00,superb
3086,Maison Ikkoku Restaurant & Bar,There is a better place.,5,3,2015-04-01T00:00:00,there is a better place
3087,Maison Ikkoku Restaurant & Bar,All I had in mind yesterday afternoon was spam musubi--spam topping a log of Japanese short-grained rice mixed with furikake.,5,4,2012-07-13T00:00:00,all i had in mind yesterday afternoon was spam musubi spam topping a log of japanese short grained rice mixed with furikake
3088,Maison Ikkoku Restaurant & Bar,you must hit up this place if you are in town.,5,5,2013-04-17T00:00:00,you must hit up this place if you are in town
3089,MarchÃÂ©,Rating- 4.5/5 6.,5,4,2016-07-01T00:00:00,rating
3090,Margarita's Dempsey Hill,It's more Tex-Mex.,5,4,2017-10-16T00:00:00,it s more tex mex
3091,Meat Smith,* Sides:Som tum slaw - I liked it.,5,3,2015-02-27T00:00:00,sides som tum slaw i liked it
3092,Meat Smith,All in all.... its ok. I will be back when i really have craving for a piece of USA.,5,3,2018-08-16T00:00:00,all in all its ok i will be back when i really have craving for a piece of usa
3093,Mellben Signature,:) Forgot to add that all Crabs @ $65/KG5) Icy-Chilled Sweet & Sour Pork $15/$20/$30 - this dish I liked!,5,5,2016-02-27T00:00:00,forgot to add that all crabs icy chilled sweet sour pork this dish i liked
3094,Melt CafÃÂ©,Never regretted the experience we enjoyed here.,5,4,2012-08-29T00:00:00,never regretted the experience we enjoyed here
3095,Meta Restaurant,Would I return?,5,5,2016-07-01T00:00:00,would i return
3096,Mr and Mrs Mohgan's Super Crispy Roti Prata,"I got the plain, egg, and mushroom and cheese.",5,5,2018-10-08T00:00:00,i got the plain egg and mushroom and cheese
3097,Mr and Mrs Mohgan's Super Crispy Roti Prata,"I would definitely come by again if I was nearby, otherwise your local roti place is probably not too far away.",5,5,2018-01-10T00:00:00,i would definitely come by again if i was nearby otherwise your local roti place is probably not too far away
3098,Mr and Mrs Mohgan's Super Crispy Roti Prata,But I'm compelled to write for this one since I was basing my hunt based on yelp info.,5,1,2019-08-04T00:00:00,but i m compelled to write for this one since i was basing my hunt based on yelp info
3099,Mrs Pho,"And of course, the pho.",5,4,2016-06-23T00:00:00,and of course the pho
3100,MTR 1924,"Oh, man!",5,5,2019-11-22T00:00:00,oh man
3101,Murugan Idli Shop,:) packed Vadai home for dinner!,5,5,2016-01-09T00:00:00,packed vadai home for dinner
3102,My Little Tapas Bar,"I was told that this only happens on the late weekends, but if I come during dinnertime on the weekends, and also weekdays, it will be fine.One thing I'd love to try next time, will be the jamon.",5,5,2015-11-30T00:00:00,i was told that this only happens on the late weekends but if i come during dinnertime on the weekends and also weekdays it will be fine one thing i d love to try next time will be the jamon
3103,National Kitchen By Violet Oon,The restaurant was located at the second floor of the museum in the City Hall wing.,5,4,2016-12-12T00:00:00,the restaurant was located at the second floor of the museum in the city hall wing
